0.13	1.31	3.05
0.14	2.58	3.62
0.17	6.41	3.24
0.18	7.68	3.28
0.20	10.20	3.31
0.23	14.10	4.42
0.23	14.10	4.59
0.26	17.90	4.95
0.28	20.40	4.77
0.29	21.70	4.97
0.33	26.10	4.77
0.38	31.00	4.74
0.43	35.80	4.30
0.48	40.60	4.23
0.53	45.40	4.28
0.58	50.20	4.35
0.63	54.90	4.05
0.68	59.70	4.17
0.73	63.80	4.08
0.78	67.60	4.01
0.83	71.40	4.40
0.88	75.30	3.85
0.93	79.10	3.78
0.98	82.10	3.44
1.08	88.20	3.65
1.13	91.30	3.89
1.18	94.40	3.40
1.23	97.40	3.68
1.28	100.00	3.67
1.33	104.00	3.59
1.38	107.00	3.62
1.43	110.00	3.77
1.48	114.00	3.68
1.53	118.00	3.30
1.58	121.00	3.04
1.63	124.00	2.93
1.68	127.00	3.39
1.73	130.00	2.90
1.78	134.00	4.78
1.83	139.00	5.17
1.88	144.00	4.52
1.93	149.00	4.55
1.98	154.00	4.25
2.03	159.00	4.65
2.08	164.00	4.38
2.13	170.00	4.36
2.18	175.00	4.26
2.23	180.00	4.19
2.28	185.00	4.40
2.33	190.00	4.43
2.38	195.00	3.93
2.43	200.00	3.29
2.48	205.00	3.48
2.53	210.00	4.06
2.58	215.00	3.22
2.63	220.00	4.48
2.68	225.00	4.28
2.73	229.00	4.27
2.78	232.00	4.07
2.83	235.00	3.52
2.88	238.00	3.09
2.93	241.00	3.27
2.98	244.00	4.11
3.03	249.00	4.00
3.08	254.00	4.34
3.13	260.00	4.11
3.18	266.00	4.42
3.23	272.00	4.31
3.28	277.00	4.23
3.33	282.00	3.72
3.38	286.00	3.63
3.43	290.00	3.94
3.48	293.00	4.12
3.53	297.00	4.22
3.58	301.00	3.94
3.63	304.00	3.86
3.68	307.00	3.54
3.73	310.00	3.74
3.78	313.00	3.38
3.83	316.00	3.30
3.88	319.00	3.53
3.93	322.00	3.36
3.98	325.00	3.22
4.03	327.00	3.02
4.08	330.00	3.06
4.13	333.00	3.01
4.18	336.00	3.75
4.23	341.00	4.85
4.28	346.00	4.57
4.33	350.00	4.54
4.38	355.00	4.48
4.43	359.00	4.47
4.48	362.00	4.53
4.53	366.00	4.32
4.58	370.00	4.30
4.63	374.00	4.22
4.68	377.00	4.15
4.73	380.00	4.17
4.78	383.00	4.23
4.83	386.00	4.02
4.88	389.00	3.81
4.93	392.00	3.68
4.98	394.00	3.57
5.03	396.00	3.86
5.08	399.00	2.94
5.13	401.00	2.95
5.18	403.00	3.12
5.23	405.00	2.84
5.28	408.00	2.86
5.33	410.00	2.94
5.38	412.00	3.23
5.43	415.00	3.04
5.48	417.00	3.42
5.53	420.00	3.64
5.58	423.00	3.74
5.63	426.00	3.70
