0.79	12.00	4.35
1.01	13.50	5.07
1.24	15.10	4.99
1.53	17.10	4.82
1.83	19.20	4.65
2.03	20.90	4.80
2.20	22.30	4.67
2.38	23.80	4.59
2.60	26.50	4.53
2.83	29.60	4.45
3.02	32.30	4.58
3.16	34.60	4.45
3.30	38.20	4.19
3.44	42.50	4.23
3.57	47.60	4.55
3.69	52.50	4.66
3.81	57.10	4.37
4.01	64.10	3.96
4.13	68.60	3.99
4.22	72.20	3.89
4.32	75.20	3.77
4.42	78.30	4.04
4.52	81.00	4.29
4.64	83.90	4.07
4.76	87.10	4.02
4.88	90.00	3.81
5.00	92.60	3.62
5.19	96.60	3.97
5.37	103.70	4.00
5.49	108.40	3.69
5.60	113.60	3.62
5.69	119.30	3.19
5.78	126.50	3.05
5.86	130.50	3.84
6.01	135.10	4.64
6.32	142.50	4.89
6.49	146.20	4.93
6.56	147.70	4.97
6.62	149.00	4.83
6.67	150.50	4.74
6.75	152.70	4.58
6.85	155.30	4.59
6.95	158.30	4.60
7.04	161.40	4.38
7.14	164.50	4.35
7.23	167.40	4.30
7.31	169.80	4.36
7.38	172.20	4.50
7.46	174.50	4.42
7.54	176.70	4.52
7.61	179.00	4.61
7.77	183.80	4.33
8.01	190.70	4.06
8.24	198.40	3.73
8.30	201.00	3.48
8.35	203.30	3.69
8.40	205.30	3.80
8.45	207.20	3.63
8.50	209.00	3.55
8.55	210.80	3.56
8.61	213.40	3.61
8.70	217.20	3.53
8.75	220.00	3.56
8.80	222.80	4.67
8.85	225.70	4.33
8.90	228.70	3.99
8.95	231.60	4.28
9.00	234.50	3.64
9.05	237.50	3.45
9.10	240.40	3.40
9.15	243.00	3.91
9.32	248.90	4.40
9.48	252.40	4.70
9.62	255.20	4.70
9.78	258.50	4.64
9.92	261.20	4.44
10.08	264.10	4.38
10.22	266.30	4.47
10.38	268.60	4.12
10.53	270.60	4.39
10.59	271.40	3.55
10.76	273.80	4.14
10.89	275.60	4.43
11.04	277.70	4.29
11.19	280.40	4.03
11.34	282.70	3.86
11.49	286.20	3.85
11.64	290.00	3.99
11.79	293.60	4.22
12.01	298.40	4.25
12.09	300.30	4.19
12.26	305.20	3.90
12.39	309.30	3.88
12.54	314.00	3.57
12.69	318.80	3.51
