0.10	2.09	3.24
0.13	5.14	3.16
0.13	5.14	3.21
0.16	8.30	3.15
0.18	10.40	3.22
0.19	11.50	3.79
0.23	15.80	4.66
0.28	21.10	4.66
0.33	26.50	4.64
0.38	31.80	4.65
0.43	37.00	4.43
0.48	41.70	4.22
0.53	46.10	4.45
0.58	50.60	4.42
0.63	55.10	4.16
0.68	59.50	4.16
0.73	64.00	4.04
0.78	68.70	4.33
0.83	73.50	3.99
0.88	77.40	3.94
0.93	81.20	3.76
0.98	84.90	3.86
1.03	88.60	4.11
1.08	92.30	3.90
1.13	96.00	3.68
1.18	99.70	3.60
1.23	103.00	3.69
1.28	107.00	3.71
1.33	111.00	3.93
1.38	114.00	3.40
1.43	117.00	3.66
1.48	120.00	3.58
1.53	123.00	2.94
1.58	127.00	3.06
1.63	134.00	4.69
1.68	141.00	4.74
1.73	149.00	4.91
1.78	155.00	4.06
1.83	160.00	4.69
1.88	167.00	4.31
1.93	173.00	4.47
1.98	179.00	4.45
2.03	185.00	4.40
2.08	190.00	4.08
2.13	196.00	3.82
2.18	201.00	3.41
2.23	205.00	3.55
2.28	208.00	3.36
2.33	212.00	3.42
2.38	216.00	3.67
2.43	220.00	3.92
2.48	225.00	4.13
2.53	232.00	4.30
2.58	240.00	3.38
2.63	247.00	4.59
2.68	254.00	4.49
2.73	262.00	4.36
2.78	269.00	4.47
2.83	275.00	3.98
2.88	281.00	4.21
2.93	286.00	3.95
2.98	291.00	4.30
3.03	297.00	4.20
3.08	302.00	4.05
3.13	307.00	4.13
3.18	311.00	3.33
3.23	315.00	3.55
3.28	319.00	3.44
3.33	322.00	3.30
3.38	325.00	3.16
3.43	328.00	3.14
3.48	330.00	4.16
3.53	332.00	3.07
3.58	335.00	3.61
3.63	340.00	4.63
3.68	346.00	4.61
3.73	351.00	4.48
3.78	357.00	4.50
3.83	362.00	4.52
3.88	367.00	3.91
3.93	371.00	4.17
3.98	375.00	4.06
4.03	378.00	4.07
4.08	382.00	4.27
4.13	386.00	3.89
4.18	389.00	3.73
4.23	392.00	3.63
4.28	394.00	3.40
4.33	397.00	3.44
4.38	400.00	3.19
4.43	403.00	3.26
4.48	405.00	2.81
4.53	406.00	2.92
4.58	408.00	3.00
4.63	410.00	2.93
4.68	412.00	3.12
4.73	415.00	3.43
4.78	417.00	3.23
4.83	421.00	3.88
4.88	424.00	3.85
4.93	429.00	4.90
4.98	435.00	5.21
5.03	443.00	5.00
5.08	450.00	4.91
